,age,education,balance,duration,campaign,previous,y,Marital_single,Default_yes,Housing_yes,Loan_yes,Contact_telephone
10851,45.0,2.0,530.0,705.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10852,39.0,3.0,1415.0,134.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10853,46.0,2.0,5559.0,483.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10854,36.0,1.0,214.0,423.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10855,53.0,1.0,1238.0,23.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10856,38.0,2.0,505.0,48.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
10857,55.0,1.0,925.0,254.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10858,47.0,2.0,431.0,388.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
10859,53.0,2.0,1060.0,107.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10860,56.0,2.0,4.0,135.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10861,37.0,3.0,1116.0,184.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10862,42.0,2.0,651.0,61.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10863,39.0,2.0,2910.0,157.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
10864,58.0,1.0,73.0,116.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10865,56.0,1.0,0.0,82.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10866,51.0,1.0,336.0,105.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10867,47.0,2.0,1728.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10868,37.0,2.0,5818.0,652.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10869,58.0,2.0,592.0,206.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10870,59.0,2.0,4322.0,174.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10871,40.0,3.0,0.0,522.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
10872,51.0,1.0,1869.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10873,50.0,1.0,766.0,174.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10874,38.0,2.0,5092.0,145.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10875,55.0,1.0,11.0,150.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10876,48.0,3.0,4961.0,64.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
10877,38.0,1.0,246.0,91.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10878,40.0,1.0,0.0,77.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10879,40.0,2.0,35.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10880,58.0,2.0,544.0,97.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10881,39.0,3.0,2043.0,85.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10882,39.0,3.0,1191.0,139.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10883,43.0,3.0,1756.0,89.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10884,38.0,2.0,702.0,92.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10885,36.0,1.0,2491.0,168.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
10886,58.0,2.0,0.0,436.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10887,53.0,2.0,1653.0,88.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10888,35.0,2.0,507.0,43.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10889,46.0,2.0,0.0,156.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10890,42.0,2.0,193.0,171.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10891,52.0,2.0,517.0,180.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10892,40.0,2.0,780.0,163.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10893,46.0,2.0,1270.0,277.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10894,51.0,1.0,48.0,130.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10895,48.0,2.0,1562.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10896,39.0,2.0,679.0,341.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10897,44.0,3.0,1467.0,49.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10898,44.0,2.0,1678.0,120.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10899,37.0,2.0,942.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10900,45.0,2.0,521.0,259.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10901,44.0,1.0,2276.0,321.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10902,35.0,3.0,5251.0,176.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
10903,53.0,2.0,305.0,192.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
10904,45.0,1.0,3.0,128.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
10905,35.0,2.0,76.0,107.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
10906,37.0,1.0,608.0,108.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10907,36.0,3.0,531.0,187.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10908,39.0,1.0,1522.0,164.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10909,55.0,2.0,39.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10910,38.0,2.0,2641.0,67.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10911,35.0,2.0,1255.0,445.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10912,37.0,2.0,647.0,41.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10913,36.0,2.0,1989.0,344.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10914,51.0,1.0,886.0,167.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10915,38.0,3.0,18.0,605.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10916,36.0,3.0,1568.0,433.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10917,51.0,1.0,1382.0,226.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10918,43.0,1.0,103.0,179.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10919,48.0,3.0,1437.0,34.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
10920,45.0,1.0,0.0,161.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
10921,46.0,2.0,0.0,77.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10922,42.0,2.0,524.0,220.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10923,60.0,1.0,352.0,81.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10924,56.0,2.0,278.0,269.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
10925,42.0,3.0,753.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10926,40.0,1.0,-158.0,59.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
10927,43.0,2.0,104.0,332.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10928,39.0,2.0,1103.0,24.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10929,58.0,1.0,671.0,16.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10930,38.0,2.0,258.0,88.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10931,53.0,1.0,1100.0,714.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10932,46.0,2.0,7.0,110.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10933,54.0,2.0,515.0,205.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
10934,44.0,1.0,711.0,291.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10935,48.0,2.0,7434.0,986.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10936,40.0,3.0,1603.0,279.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10937,33.0,2.0,969.0,166.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
10938,36.0,2.0,787.0,92.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10939,49.0,1.0,150.0,254.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10940,32.0,2.0,914.0,236.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
10941,40.0,2.0,752.0,717.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10942,36.0,1.0,553.0,19.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10943,37.0,2.0,926.0,93.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10944,50.0,3.0,557.0,200.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10945,38.0,2.0,5830.0,176.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10946,50.0,3.0,6181.0,1162.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10947,56.0,3.0,4266.0,490.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
10948,38.0,3.0,110.0,1051.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
10949,59.0,3.0,0.0,437.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10950,52.0,2.0,334.0,422.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
10951,59.0,2.0,3.0,1199.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10952,44.0,1.0,3706.0,209.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10953,55.0,2.0,5838.0,115.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10954,37.0,2.0,830.0,292.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10955,40.0,1.0,-616.0,370.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10956,44.0,2.0,268.0,108.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10957,35.0,2.0,53.0,495.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10958,59.0,2.0,2703.0,249.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10959,38.0,3.0,3316.0,1345.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
10960,41.0,1.0,402.0,114.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10961,50.0,1.0,608.0,107.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
10962,46.0,3.0,120.0,171.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10963,41.0,2.0,1483.0,66.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10964,57.0,2.0,926.0,447.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10965,57.0,2.0,2745.0,167.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10966,35.0,3.0,-49.0,668.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10967,55.0,2.0,752.0,204.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10968,42.0,3.0,2374.0,158.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10969,36.0,2.0,99.0,256.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10970,40.0,2.0,106.0,676.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
10971,36.0,3.0,404.0,63.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10972,39.0,2.0,2239.0,133.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10973,37.0,3.0,1170.0,153.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10974,38.0,3.0,12877.0,118.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10975,31.0,2.0,440.0,117.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10976,40.0,2.0,1318.0,681.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10977,36.0,2.0,251.0,59.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10978,39.0,2.0,1317.0,42.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10979,36.0,3.0,4515.0,408.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10980,49.0,2.0,652.0,127.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10981,48.0,2.0,306.0,314.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10982,48.0,2.0,720.0,277.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
10983,40.0,1.0,322.0,140.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10984,30.0,2.0,4471.0,424.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10985,48.0,3.0,6613.0,159.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10986,39.0,1.0,2303.0,775.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
10987,44.0,1.0,99.0,187.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10988,34.0,2.0,-269.0,102.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
10989,60.0,3.0,3301.0,2621.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
10990,53.0,1.0,354.0,96.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
10991,37.0,3.0,556.0,200.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10992,56.0,3.0,22946.0,75.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10993,32.0,2.0,1364.0,85.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
10994,49.0,2.0,4110.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10995,56.0,2.0,2409.0,173.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10996,47.0,2.0,726.0,60.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10997,48.0,2.0,178.0,320.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10998,38.0,1.0,265.0,854.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10999,36.0,1.0,758.0,236.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11000,43.0,1.0,1354.0,183.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11001,55.0,2.0,0.0,76.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11002,39.0,2.0,-184.0,185.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11003,59.0,1.0,124.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11004,56.0,1.0,1126.0,39.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11005,49.0,3.0,2226.0,138.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11006,37.0,2.0,9.0,411.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
11007,51.0,3.0,1911.0,394.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
11008,51.0,3.0,5244.0,266.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11009,54.0,2.0,1614.0,534.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
11010,52.0,3.0,2801.0,311.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
11011,38.0,2.0,926.0,705.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11012,54.0,2.0,770.0,89.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11013,58.0,1.0,5279.0,93.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
11014,55.0,2.0,148.0,847.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11015,28.0,1.0,0.0,273.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
11016,46.0,1.0,741.0,161.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11017,49.0,2.0,788.0,162.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11018,50.0,1.0,276.0,641.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11019,38.0,2.0,-10.0,61.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
11020,37.0,3.0,-25.0,136.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
11021,57.0,1.0,0.0,187.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11022,43.0,2.0,392.0,332.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11023,39.0,2.0,156.0,76.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11024,37.0,2.0,-302.0,406.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
11025,38.0,2.0,156.0,544.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
11026,36.0,3.0,3649.0,756.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
11027,38.0,2.0,1610.0,76.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
11028,50.0,2.0,1321.0,271.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11029,53.0,1.0,232.0,203.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
11030,50.0,3.0,267.0,338.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11031,53.0,2.0,619.0,198.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11032,46.0,1.0,358.0,259.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11033,36.0,3.0,171.0,398.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11034,55.0,3.0,913.0,462.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11035,59.0,2.0,0.0,956.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11036,58.0,1.0,3957.0,76.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11037,39.0,1.0,1551.0,264.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11038,38.0,2.0,197.0,979.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11039,43.0,2.0,618.0,89.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11040,39.0,1.0,-119.0,135.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11041,52.0,2.0,1490.0,420.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11042,56.0,1.0,288.0,548.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11043,36.0,2.0,1409.0,235.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11044,52.0,2.0,851.0,87.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11045,43.0,2.0,236.0,169.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11046,53.0,2.0,120.0,343.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11047,50.0,3.0,580.0,88.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11048,25.0,2.0,1116.0,68.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
11049,36.0,2.0,398.0,77.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
11050,35.0,2.0,331.0,116.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
11051,51.0,1.0,3942.0,363.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
11052,38.0,1.0,7944.0,116.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11053,54.0,2.0,468.0,207.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11054,45.0,3.0,3329.0,311.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11055,36.0,2.0,0.0,138.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
11056,36.0,2.0,1981.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11057,26.0,1.0,71.0,390.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11058,51.0,1.0,307.0,65.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
11059,52.0,3.0,502.0,637.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11060,46.0,3.0,25.0,564.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11061,58.0,1.0,57.0,117.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11062,45.0,2.0,1979.0,76.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11063,27.0,2.0,370.0,128.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
11064,57.0,1.0,4073.0,193.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11065,42.0,1.0,46.0,130.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
11066,29.0,2.0,-95.0,269.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
11067,52.0,3.0,7388.0,291.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11068,37.0,2.0,531.0,150.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11069,48.0,3.0,734.0,1208.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
11070,37.0,2.0,10465.0,144.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11071,36.0,2.0,2357.0,228.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
11072,24.0,2.0,2355.0,158.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
11073,35.0,3.0,1359.0,585.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11074,39.0,2.0,51.0,334.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11075,35.0,2.0,0.0,229.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11076,46.0,2.0,865.0,117.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11077,57.0,3.0,873.0,441.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11078,36.0,2.0,2596.0,60.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11079,49.0,2.0,662.0,47.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11080,57.0,3.0,5253.0,235.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11081,36.0,2.0,9231.0,270.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11082,44.0,1.0,0.0,192.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11083,44.0,2.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11084,52.0,2.0,424.0,89.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11085,38.0,3.0,0.0,61.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11086,48.0,1.0,551.0,386.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
11087,51.0,2.0,1123.0,54.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11088,49.0,1.0,434.0,272.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
11089,46.0,1.0,-1.0,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11090,40.0,2.0,265.0,1365.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11091,40.0,2.0,1200.0,284.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
11092,50.0,2.0,1134.0,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11093,39.0,3.0,26.0,311.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11094,48.0,2.0,1253.0,245.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
11095,46.0,1.0,10.0,64.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11096,45.0,2.0,231.0,151.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
11097,46.0,1.0,557.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11098,37.0,2.0,1736.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11099,40.0,2.0,256.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11100,55.0,2.0,31.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11101,42.0,2.0,31.0,120.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11102,28.0,2.0,-493.0,126.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
11103,45.0,2.0,103.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11104,29.0,2.0,1104.0,262.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
11105,52.0,2.0,262.0,1062.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11106,37.0,2.0,2657.0,295.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
11107,37.0,2.0,415.0,203.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11108,28.0,3.0,2253.0,906.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
11109,49.0,1.0,1330.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11110,42.0,2.0,0.0,118.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11111,42.0,3.0,2918.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11112,51.0,1.0,1093.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11113,54.0,1.0,3151.0,350.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11114,39.0,2.0,224.0,421.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11115,51.0,1.0,67.0,835.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11116,60.0,1.0,0.0,104.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11117,29.0,2.0,-565.0,164.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
11118,38.0,2.0,2289.0,89.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11119,39.0,3.0,426.0,1029.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
11120,36.0,3.0,9.0,112.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
11121,55.0,1.0,1101.0,744.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
